,Close,Predictions
177519,1605.53,1600.5654
177520,1600.7,1605.634
177521,1602.78,1600.2906
177522,1598.97,1602.7504
177523,1601.44,1598.5634
177524,1598.35,1601.2798
177525,1606.45,1597.8611
177526,1607.2,1606.066
177527,1619.99,1606.0986
177528,1592.94,1618.9152
177529,1591.33,1591.623
177530,1596.89,1592.3265
177531,1599.85,1596.7208
177532,1619.31,1599.3798
177533,1635.98,1618.3556
177534,1630.81,1633.5205
177535,1636.65,1628.2208
177536,1623.55,1634.9065
177537,1605.09,1621.611
177538,1604.96,1604.8622
177539,1607.65,1605.5399
177540,1602.93,1607.6464
177541,1588.51,1602.924
177542,1590.65,1589.0992
177543,1589.46,1591.7716
177544,1590.06,1589.7512
177545,1593.33,1590.3973
177546,1583.93,1593.2773
177547,1584.14,1583.7635
177548,1579.98,1584.5614
177549,1592.63,1579.9662
177550,1588.37,1592.5646
177551,1591.53,1587.3063
177552,1592.75,1591.1525
177553,1587.11,1591.8386
177554,1589.9,1586.4323
177555,1588.64,1589.5461
177556,1588.85,1587.9232
177557,1580.61,1588.3718
177558,1581.19,1580.2268
177559,1586.92,1581.3353
177560,1583.3,1586.5186
177561,1567.86,1582.652
177562,1519.02,1567.9749
177563,1491.44,1521.1364
177564,1477.73,1496.8322
177565,1488.73,1483.0564
177566,1491.38,1493.0319
177567,1492.94,1493.5017
177568,1484.6,1494.6499
177569,1499.84,1485.8705
177570,1504.71,1500.7908
177571,1509.51,1503.7378
177572,1515.5,1508.6178
177573,1512.99,1514.1361
177574,1510.32,1511.5488
177575,1508.08,1509.4481
177576,1503.34,1507.4163
177577,1510.25,1502.9642
177578,1507.38,1509.95
177579,1498.76,1506.5259
177580,1494.26,1498.7006
177581,1492.79,1494.712
177582,1500.77,1493.1772
177583,1497.63,1500.7568
177584,1507.16,1497.0234
177585,1504.24,1506.7646
177586,1497.0,1503.0587
177587,1503.99,1496.6965
177588,1501.74,1503.7643
177589,1494.18,1500.8372
177590,1494.73,1494.0175
177591,1490.41,1494.8912
177592,1480.91,1490.3234
177593,1481.41,1481.413
177594,1470.87,1482.2234
177595,1475.04,1471.4424
177596,1468.48,1476.0902
177597,1475.91,1468.7513
177598,1474.78,1476.4548
177599,1472.75,1474.3241
177600,1466.44,1472.7075
177601,1475.1,1466.521
177602,1471.63,1475.1705
177603,1482.97,1470.8591
177604,1479.52,1482.4631
177605,1479.43,1478.1179
177606,1475.15,1478.8663
177607,1471.42,1474.5294
177608,1463.05,1471.2954
177609,1466.59,1463.2499
177610,1456.1,1467.0618
177611,1466.74,1456.22
177612,1462.3,1467.3204
177613,1468.24,1461.6442
177614,1468.2,1468.1703
177615,1473.56,1467.3531
177616,1479.59,1472.8475
177617,1475.55,1478.2714
177618,1474.11,1474.2806
177619,1469.78,1473.486
177620,1475.49,1469.262
177621,1478.85,1475.1063
177622,1473.86,1477.803
177623,1472.21,1473.0822
177624,1470.08,1471.9707
177625,1471.54,1469.8032
177626,1475.24,1471.3156
177627,1472.36,1474.6761
177628,1473.98,1471.7064
177629,1473.09,1473.6213
177630,1474.58,1472.4938
177631,1471.7,1474.098
177632,1464.18,1471.1547
177633,1462.61,1464.1581
177634,1456.07,1462.9807
177635,1451.44,1456.3741
177636,1458.7,1452.212
177637,1460.89,1459.0862
177638,1465.28,1460.3783
177639,1462.71,1464.7216
177640,1460.23,1461.9288
177641,1464.86,1459.8961
177642,1472.08,1464.3855
177643,1469.7,1470.9667
177644,1467.54,1468.4417
177645,1468.78,1466.8856
177646,1473.65,1468.153
177647,1478.64,1472.7651
177648,1471.4,1477.3881
177649,1466.34,1470.3424
177650,1464.66,1466.2202
177651,1455.15,1464.6262
177652,1461.33,1455.3652
177653,1463.53,1461.8677
177654,1450.73,1463.0332
177655,1430.72,1450.7816
177656,1452.28,1432.2861
177657,1438.62,1453.7104
177658,1455.15,1437.9434
177659,1447.16,1455.7858
177660,1446.4,1445.9623
177661,1454.21,1446.6284
177662,1442.08,1453.6259
177663,1452.31,1441.4127
177664,1440.33,1452.4509
177665,1424.22,1439.5411
177666,1431.8,1425.3839
177667,1428.02,1433.0432
177668,1425.0,1428.0295
177669,1417.03,1425.6416
177670,1426.73,1417.7345
177671,1421.39,1427.3401
177672,1423.78,1420.952
177673,1427.41,1424.0068
177674,1429.34,1426.8842
177675,1428.09,1428.6012
177676,1431.92,1427.3832
177677,1431.86,1431.2483
177678,1434.87,1430.8854
177679,1427.6,1434.0353
177680,1433.31,1426.8478
177681,1430.5,1433.0607
177682,1433.33,1429.6128
177683,1437.94,1432.8948
177684,1435.69,1436.9769
177685,1445.21,1434.7037
177686,1438.16,1444.2917
177687,1439.78,1436.7819
177688,1437.74,1439.3983
177689,1439.85,1436.9814
177690,1437.65,1439.3563
177691,1432.27,1436.9952
177692,1431.31,1432.1072
177693,1429.18,1431.4219
177694,1427.01,1429.1544
177695,1433.9,1427.1261
177696,1439.33,1433.7269
177697,1448.99,1438.3243
177698,1448.08,1447.5988
177699,1443.04,1446.3297
177700,1442.29,1442.0846
177701,1440.92,1441.726
177702,1444.2,1440.3312
177703,1445.64,1443.6407
177704,1443.17,1444.7772
177705,1441.53,1442.504
177706,1438.61,1441.1708
177707,1439.71,1438.3624
177708,1442.01,1439.5549
177709,1438.93,1441.5358
177710,1440.36,1438.4524
177711,1440.57,1440.1212
177712,1439.79,1440.0446
177713,1445.1,1439.3544
177714,1443.52,1444.5131
177715,1440.87,1442.5939
177716,1435.31,1440.4274
177717,1434.5,1435.1533
177718,1429.01,1434.643
177719,1432.06,1429.1049
177720,1430.66,1432.3416
177721,1430.52,1430.4142
177722,1428.37,1430.4719
177723,1431.4,1428.228
177724,1428.83,1431.2345
177725,1428.03,1428.3752
177726,1430.27,1427.8965
177727,1432.37,1429.9167
177728,1431.51,1431.7365
177729,1433.12,1430.8549
177730,1431.99,1432.5573
177731,1434.22,1431.3197
177732,1434.64,1433.6534
177733,1432.5,1433.8588
177734,1432.43,1431.9161
177735,1432.0,1432.025
177736,1431.48,1431.5293
177737,1427.28,1431.0723
177738,1424.84,1427.0312
177739,1426.77,1424.928
177740,1422.99,1426.7059
177741,1423.81,1422.7753
177742,1421.77,1423.8625
177743,1419.64,1421.5691
177744,1415.5,1419.6587
177745,1419.19,1415.6296
177746,1423.03,1419.2946
177747,1424.67,1422.4492
177748,1425.81,1423.9106
177749,1424.62,1425.0361
177750,1425.24,1423.8915
177751,1422.8,1424.6508
177752,1427.77,1422.2242
177753,1434.59,1427.2454
177754,1430.44,1433.3723
177755,1445.32,1429.221
177756,1440.4,1444.232
177757,1442.05,1438.3424
177758,1446.0,1441.1771
177759,1444.34,1444.6738
177760,1459.95,1443.0908
177761,1457.6,1458.5736
177762,1465.73,1455.2993
177763,1466.43,1464.2686
177764,1468.06,1464.3802
177765,1464.45,1466.5627
177766,1469.2,1463.1388
177767,1470.54,1468.2567
177768,1468.78,1469.2013
177769,1468.94,1467.7959
177770,1468.67,1468.2084
177771,1467.75,1467.9475
177772,1465.49,1467.1605
177773,1464.1,1465.0641
177774,1461.65,1463.8545
177775,1464.66,1461.4757
177776,1462.23,1464.4738
177777,1462.36,1461.7726
177778,1463.51,1462.1832
177779,1462.24,1463.1105
177780,1458.5,1461.8032
177781,1447.12,1458.2955
177782,1457.12,1447.4591
177783,1452.73,1457.6637
177784,1461.87,1452.1212
177785,1457.88,1461.7084
177786,1462.27,1456.877
177787,1465.34,1461.8606
177788,1464.02,1464.2682
177789,1467.23,1463.0759
177790,1472.44,1466.4259
177791,1468.83,1471.245
177792,1455.32,1467.6493
177793,1453.22,1455.1421
177794,1455.94,1453.8892
177795,1451.51,1456.0315
177796,1454.21,1451.4695
177797,1455.64,1454.4034
177798,1452.93,1455.2767
177799,1452.35,1452.6436
177800,1455.77,1452.2432
177801,1453.99,1455.4005
177802,1454.51,1453.3972
177803,1455.43,1454.1576
177804,1451.17,1454.8901
177805,1451.94,1450.7501
177806,1452.99,1451.8107
177807,1451.81,1452.5459
177808,1450.52,1451.379
177809,1455.07,1450.2297
177810,1454.21,1454.6317
177811,1453.3,1453.4231
177812,1453.66,1452.8264
177813,1454.78,1453.1713
177814,1456.44,1454.2086
177815,1458.05,1455.7644
177816,1456.74,1457.2751
177817,1451.55,1456.0023
177818,1452.58,1451.1798
177819,1454.38,1452.4777
177820,1456.0,1453.9037
177821,1456.4,1455.4113
177822,1454.15,1455.7504
177823,1453.45,1453.6252
177824,1456.78,1453.121
177825,1457.16,1456.2786
177826,1456.09,1456.4008
177827,1455.45,1455.5107
177828,1457.45,1454.9778
177829,1453.69,1456.9208
177830,1448.67,1453.1388
177831,1424.18,1448.6489
177832,1429.1,1425.1497
177833,1436.88,1431.271
177834,1434.29,1437.0465
177835,1431.88,1434.1735
177836,1432.03,1432.1434
177837,1434.23,1432.1526
177838,1434.61,1434.0453
177839,1434.01,1434.1749
177840,1428.25,1433.6099
177841,1430.46,1428.0652
177842,1436.26,1430.5264
177843,1438.03,1435.6381
177844,1434.94,1437.06
177845,1434.41,1434.2227
177846,1436.23,1434.0061
177847,1435.02,1435.6677
177848,1429.37,1434.3875
177849,1425.26,1429.1238
177850,1420.07,1425.4785
177851,1420.51,1420.4547
177852,1422.51,1420.9783
177853,1423.96,1422.5099
177854,1421.85,1423.6971
177855,1417.43,1421.5573
177856,1399.1,1417.4373
177857,1400.01,1399.923
177858,1392.5,1401.7496
177859,1396.49,1393.3605
177860,1392.4,1397.6163
177861,1391.45,1392.7191
177862,1394.27,1392.1208
177863,1377.62,1394.4305
177864,1377.03,1378.0612
177865,1379.63,1378.6272
177866,1370.1,1380.0687
177867,1374.54,1370.5989
177868,1381.1,1375.4167
177869,1383.7,1380.6853
177870,1381.51,1382.8663
177871,1380.78,1380.8062
177872,1376.57,1380.3529
177873,1378.91,1376.2437
177874,1374.56,1378.7506
177875,1371.92,1374.1667
177876,1333.44,1372.0558
177877,1329.84,1335.0913
177878,1338.25,1334.1265
177879,1333.62,1339.9656
177880,1338.35,1334.4757
177881,1331.81,1339.3036
177882,1335.37,1332.0975
177883,1340.79,1336.0049
177884,1346.32,1340.3029
177885,1343.4,1345.3044
177886,1334.86,1342.3239
177887,1334.51,1334.6659
177888,1334.96,1334.7672
177889,1344.19,1334.7412
177890,1347.73,1343.4866
177891,1343.94,1346.1919
177892,1349.7,1342.8639
177893,1347.21,1348.854
177894,1341.83,1345.9368
177895,1340.53,1341.3904
177896,1333.8,1340.4088
177897,1309.25,1333.8174
177898,1301.35,1310.7708
177899,1301.73,1304.4844
177900,1305.84,1303.755
177901,1300.4,1306.8768
177902,1290.64,1301.0057
177903,1294.55,1292.0084
177904,1299.25,1295.7977
177905,1303.85,1299.1521
177906,1304.01,1303.2084
177907,1305.82,1303.117
177908,1310.11,1305.0315
177909,1305.56,1308.9778
177910,1307.87,1304.4829
177911,1296.54,1307.302
177912,1293.07,1296.1152
177913,1290.58,1293.8102
177914,1284.63,1290.9486
177915,1293.13,1285.212
177916,1290.05,1293.4058
177917,1291.73,1289.3577
177918,1298.86,1291.5842
177919,1302.21,1297.925
177920,1307.29,1300.706
177921,1300.84,1305.7284
177922,1301.4,1299.4799
177923,1293.54,1300.8857
177924,1294.45,1293.0541
177925,1291.06,1294.602
177926,1293.6,1290.8079
177927,1297.08,1293.5135
177928,1297.49,1296.3467
177929,1304.15,1296.6127
177930,1317.78,1303.0912
177931,1316.94,1315.6436
177932,1310.86,1314.3724
177933,1303.73,1309.5757
177934,1304.68,1303.3116
177935,1307.9,1304.547
177936,1316.92,1307.1985
177937,1311.75,1315.651
177938,1321.05,1310.2832
177939,1318.49,1320.1053
177940,1316.7,1316.7548
177941,1311.77,1315.9218
177942,1330.49,1311.2357
177943,1339.36,1329.4528
177944,1349.15,1336.3654
177945,1360.5,1346.3464
177946,1367.85,1357.1652
177947,1354.83,1364.3082
177948,1354.57,1352.3192
177949,1348.0,1353.7411
177950,1345.57,1347.0565
177951,1341.53,1345.4592
177952,1346.72,1341.4625
177953,1339.13,1346.6289
177954,1346.98,1338.7382
177955,1351.33,1347.0347
177956,1347.54,1350.1207
177957,1335.24,1346.6588
177958,1327.8,1335.3527
177959,1328.49,1328.9014
177960,1327.01,1329.3407
177961,1327.41,1327.3453
177962,1332.87,1327.6956
177963,1344.69,1332.611
177964,1358.64,1343.4236
177965,1352.54,1356.191
177966,1363.0,1350.102
177967,1362.37,1361.4475
177968,1358.99,1359.9514
177969,1365.73,1357.6339
177970,1358.62,1364.4393
177971,1357.08,1357.2035
177972,1361.15,1356.764
177973,1375.02,1360.4462
177974,1384.47,1373.485
177975,1377.82,1381.8718
177976,1381.95,1375.7318
177977,1376.06,1380.8046
177978,1383.06,1374.6986
177979,1385.77,1382.2689
177980,1379.05,1384.1611
177981,1382.22,1378.0753
177982,1380.0,1381.7871
177983,1375.98,1379.1672
177984,1371.88,1375.7244
177985,1368.34,1371.9402
177986,1367.54,1368.6211
177987,1369.28,1367.8285
177988,1361.35,1369.2747
177989,1360.83,1361.415
177990,1363.62,1361.4556
177991,1365.81,1363.6002
177992,1361.26,1365.3964
177993,1367.63,1360.9231
177994,1362.0,1367.3872
177995,1365.99,1361.2485
177996,1365.99,1365.8121
177997,1344.29,1365.1606
177998,1350.14,1344.6444
177999,1355.0,1351.6934
178000,1356.7,1354.6289
178001,1352.49,1356.2014
178002,1352.57,1352.1328
178003,1356.89,1352.5367
178004,1364.89,1356.3745
178005,1365.47,1363.7168
178006,1362.06,1363.9426
178007,1357.39,1361.1154
178008,1356.7,1356.9662
178009,1356.83,1356.5259
178010,1355.99,1356.4779
178011,1359.8,1355.6327
178012,1371.88,1359.3171
178013,1369.22,1370.5569
178014,1354.98,1367.405
178015,1358.54,1354.6654
178016,1356.43,1358.953
178017,1361.42,1355.962
178018,1363.48,1361.1133
178019,1357.51,1362.5342
178020,1356.36,1356.9656
178021,1352.87,1356.3618
178022,1348.4,1352.7637
178023,1352.57,1348.6573
178024,1351.04,1352.6857
178025,1352.96,1350.6078
178026,1353.65,1352.716
178027,1360.26,1353.0634
178028,1359.81,1359.4307
178029,1361.5,1358.5529
178030,1355.39,1360.6049
178031,1356.26,1354.6377
178032,1351.33,1356.0677
178033,1347.56,1350.967
178034,1352.44,1347.7872
178035,1349.83,1352.3862
178036,1347.27,1349.3019
178037,1337.14,1347.2505
178038,1340.36,1337.5084
178039,1343.84,1341.102
178040,1343.22,1343.5092
178041,1344.1,1342.7748
178042,1345.48,1343.7255
178043,1359.67,1344.8901
178044,1362.66,1358.3986
178045,1359.25,1360.3608
178046,1352.83,1357.775
178047,1377.18,1352.1113
178048,1368.15,1375.8607
178049,1362.53,1365.3046
178050,1366.92,1362.0734
178051,1367.32,1366.206
178052,1354.28,1366.2072
178053,1344.24,1354.004
178054,1339.47,1345.3475
178055,1335.43,1340.7473
178056,1340.07,1336.5758
178057,1339.87,1340.8179
178058,1340.47,1339.8347
178059,1345.2,1340.4917
178060,1351.71,1344.7727
178061,1351.91,1350.6123
178062,1353.74,1350.5706
178063,1352.1,1352.6807
178064,1354.72,1351.0446
178065,1352.1,1353.866
178066,1345.12,1351.1521
178067,1343.18,1344.888
178068,1343.46,1343.3986
178069,1346.29,1343.4198
178070,1335.0,1345.9658
178071,1317.96,1334.9196
178072,1314.82,1319.5275
178073,1324.41,1316.9622
178074,1329.87,1325.1749
178075,1331.12,1329.2805
178076,1318.42,1330.4027
178077,1323.96,1318.3424
178078,1323.46,1324.5275
178079,1322.93,1322.8411
178080,1329.31,1322.6656
178081,1329.87,1328.6395
178082,1327.76,1328.6864
178083,1334.28,1327.003
178084,1333.01,1333.4125
178085,1328.65,1331.6785
178086,1332.8,1328.0465
178087,1329.42,1332.27
178088,1339.12,1328.567
178089,1340.28,1338.3513
178090,1344.34,1338.5887
178091,1340.07,1343.04
178092,1340.05,1338.7817
178093,1341.86,1339.4287
178094,1338.04,1340.9901
178095,1337.21,1337.3121
178096,1335.61,1336.9261
178097,1334.48,1335.2577
178098,1335.71,1334.2618
178099,1338.31,1335.3916
178100,1338.65,1337.6963
178101,1342.0,1337.8806
178102,1336.89,1341.1903
178103,1331.47,1336.0955
178104,1329.85,1331.4949
178105,1321.69,1330.026
178106,1325.28,1322.033
178107,1326.89,1325.8662
178108,1322.76,1326.5499
178109,1328.76,1322.6162
178110,1328.91,1328.5898
178111,1331.97,1327.9994
178112,1327.97,1331.232
178113,1325.68,1327.1575
178114,1328.59,1325.4617
178115,1328.83,1328.161
178116,1325.53,1328.0724
178117,1327.62,1325.0638
178118,1334.3,1327.286
178119,1338.96,1333.3254
178120,1337.75,1337.4447
178121,1340.0,1336.3738
178122,1339.98,1338.939
178123,1346.1,1338.7906
178124,1343.01,1344.8872
178125,1343.99,1341.5914
178126,1347.75,1343.2091
178127,1350.92,1346.6321
178128,1350.41,1349.5786
178129,1351.15,1349.1592
178130,1356.23,1350.1718
178131,1356.14,1355.0476
178132,1353.93,1354.7552
178133,1349.81,1353.027
178134,1347.92,1349.3102
178135,1348.19,1347.7504
178136,1349.07,1347.9424
178137,1357.02,1348.661
178138,1348.89,1356.194
178139,1342.62,1347.8947
178140,1338.33,1342.9183
178141,1341.32,1338.7612
178142,1347.62,1341.5691
178143,1343.05,1347.0411
178144,1350.19,1342.3215
178145,1349.08,1349.7538
178146,1348.8,1347.8956
178147,1341.08,1348.155
178148,1345.97,1340.7085
178149,1350.67,1345.9592
178150,1374.02,1349.6598
178151,1397.5,1371.9973
178152,1319.0,1393.1958
178153,1335.77,1317.9642
178154,1374.99,1340.9154
178155,1375.61,1372.8654
178156,1362.62,1371.98
178157,1346.1,1361.4127
178158,1329.58,1346.5594
178159,1323.47,1331.3975
178160,1321.28,1325.8079
178161,1313.01,1323.0334
178162,1313.35,1314.6555
178163,1315.02,1315.0679
178164,1272.01,1315.7859
178165,1252.38,1274.4401
178166,1258.15,1258.6134
178167,1253.11,1262.4364
178168,1231.87,1255.465
178169,1233.11,1235.2985
178170,1234.22,1236.989
178171,1243.89,1235.9797
178172,1240.95,1244.5667
178173,1249.3,1240.5942
178174,1251.92,1249.0222
178175,1245.78,1250.4803
178176,1246.42,1244.9651
178177,1244.78,1246.1204
178178,1241.0,1244.149
178179,1242.88,1240.7417
178180,1248.94,1242.641
178181,1251.56,1247.968
178182,1249.08,1250.1047
